bin path,bp,category,contigs,name
./bins/fauzi_bins/bins/Methylophilus_methylotrophus-127-1_Ga0081611.fna,2518206,fauzi,141,Methylophilus_methylotrophus-127-1_Ga0081611
./bins/fauzi_bins/bins/Methylovulum_miyakonense-55_Ga0081638.fna,4015963,fauzi,332,Methylovulum_miyakonense-55_Ga0081638
./bins/fauzi_bins/bins/Bacteria-21_Ga0081620.fna,3956075,fauzi,253,Bacteria-21_Ga0081620
./bins/fauzi_bins/bins/Methylotenera_mobilis-76-2_Ga0081649.fna,2997616,fauzi,408,Methylotenera_mobilis-76-2_Ga0081649
./bins/fauzi_bins/bins/Methylotenera_mobilis-49_Ga0081627.fna,2942526,fauzi,225,Methylotenera_mobilis-49_Ga0081627
./bins/fauzi_bins/bins/Methylotenera_mobilis-63_Ga0081640.fna,1642972,fauzi,290,Methylotenera_mobilis-63_Ga0081640
./bins/fauzi_bins/bins/Bacteroidetes-76_Ga0081646.fna,3660248,fauzi,250,Bacteroidetes-76_Ga0081646
./bins/fauzi_bins/bins/Methylophilus_methylotrophus-129-2_Ga0081618.fna,2326848,fauzi,86,Methylophilus_methylotrophus-129-2_Ga0081618
./bins/fauzi_bins/bins/Bacteroidetes-49_Ga0081628.fna,3778972,fauzi,69,Bacteroidetes-49_Ga0081628
./bins/fauzi_bins/bins/Acidovorax-79_Ga0081651.fna,2768114,fauzi,97,Acidovorax-79_Ga0081651
./bins/fauzi_bins/bins/Bacteroidetes-8_Ga0081654.fna,2101781,fauzi,342,Bacteroidetes-8_Ga0081654
./bins/fauzi_bins/bins/Methylobacter_tundripaludum-129_Ga0081614.fna,4179126,fauzi,86,Methylobacter_tundripaludum-129_Ga0081614
./bins/fauzi_bins/bins/Rhodocyclaceae-49_Ga0081631.fna,3699670,fauzi,189,Rhodocyclaceae-49_Ga0081631
./bins/fauzi_bins/bins/Burkholderiales-55_Ga0081635.fna,5166857,fauzi,52,Burkholderiales-55_Ga0081635
./bins/fauzi_bins/bins/Acidovorax-123_Ga0081609.fna,2720811,fauzi,17,Acidovorax-123_Ga0081609
./bins/fauzi_bins/bins/Methylophilus_methylotrophus-55_Ga0081633.fna,2619105,fauzi,16,Methylophilus_methylotrophus-55_Ga0081633
./bins/fauzi_bins/bins/Flavobacteriaceae-79-2_Ga0081653.fna,3303496,fauzi,260,Flavobacteriaceae-79-2_Ga0081653
./bins/fauzi_bins/bins/Acidovorax-127_Ga0081613.fna,3161893,fauzi,59,Acidovorax-127_Ga0081613
./bins/fauzi_bins/bins/Burkholderiales-129_Ga0081616.fna,2457176,fauzi,383,Burkholderiales-129_Ga0081616
./bins/fauzi_bins/bins/Bacteriovorax-21_Ga0081619.fna,3820436,fauzi,51,Bacteriovorax-21_Ga0081619
./bins/fauzi_bins/bins/Methylosarcina_lacus-69_Ga0081643.fna,4088719,fauzi,216,Methylosarcina_lacus-69_Ga0081643
./bins/fauzi_bins/bins/Methylophilus_methylotrophus-79_Ga0081650.fna,2898242,fauzi,16,Methylophilus_methylotrophus-79_Ga0081650
./bins/fauzi_bins/bins/Acidovorax-75_Ga0081645.fna,4687521,fauzi,267,Acidovorax-75_Ga0081645
./bins/fauzi_bins/bins/Methylobacte-98r_Ga0081657.fna,5332215,fauzi,125,Methylobacte-98r_Ga0081657
./bins/fauzi_bins/bins/Methylotenera_mobilis-123_Ga0081608.fna,2201323,fauzi,299,Methylotenera_mobilis-123_Ga0081608
./bins/fauzi_bins/bins/Acidovora-69x_Ga0081644.fna,3008402,fauzi,444,Acidovora-69x_Ga0081644
./bins/fauzi_bins/bins/Opitutae-129_Ga0081615.fna,5601437,fauzi,192,Opitutae-129_Ga0081615
./bins/fauzi_bins/bins/Methylobacter-123_Ga0081607.fna,4759652,fauzi,259,Methylobacter-123_Ga0081607
./bins/fauzi_bins/bins/Methylophilaceae-49_Ga0081626.fna,1627661,fauzi,200,Methylophilaceae-49_Ga0081626
./bins/fauzi_bins/bins/Methylosarcina_lacus-55_Ga0081634.fna,1860408,fauzi,442,Methylosarcina_lacus-55_Ga0081634
./bins/fauzi_bins/bins/Methylophilus_methylotrophus-98_Ga0081658.fna,2642420,fauzi,30,Methylophilus_methylotrophus-98_Ga0081658
./bins/fauzi_bins/bins/Bacteriovorax-49_Ga0081630.fna,3581565,fauzi,376,Bacteriovorax-49_Ga0081630
./bins/fauzi_bins/bins/Methylophilus_methylotrophus-127-2_Ga0081612.fna,2701236,fauzi,226,Methylophilus_methylotrophus-127-2_Ga0081612
./bins/fauzi_bins/bins/Acidovorax-98_Ga0081659.fna,3365557,fauzi,358,Acidovorax-98_Ga0081659
./bins/dave_bins/bins/elviz-contigs-1056193.Bacteriovorax-1.fna,1702978,dave elviz,23,elviz-contigs-1056193.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056196.Pseudomonas-1.fna,6580940,dave elviz,912,elviz-contigs-1056196.Pseudomonas-1
./bins/dave_bins/bins/elviz-contigs-1056022.Gammaproteobacteria-1.fna,5993598,dave elviz,3157,elviz-contigs-1056022.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056256.Flavobacterium-1.fna,3409948,dave elviz,1896,elviz-contigs-1056256.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056235.Methylotenera-1.fna,2407750,dave elviz,3940,elviz-contigs-1056235.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056181.Gammaproteobacteria-1.fna,3100781,dave elviz,1014,elviz-contigs-1056181.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056085.Sphingobacteriales-1.fna,4284702,dave elviz,1780,elviz-contigs-1056085.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056076.Methylosarcina-1.fna,3058336,dave elviz,1651,elviz-contigs-1056076.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056025.Comamonadaceae-1.fna,2689193,dave elviz,1376,elviz-contigs-1056025.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056055.Bacteroidetes-1.fna,2762522,dave elviz,458,elviz-contigs-1056055.Bacteroidetes-1
./bins/dave_bins/bins/elviz-contigs-1056271.Methylophilus-1.fna,5870794,dave elviz,3642,elviz-contigs-1056271.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056076.Methylotenera-1.fna,5201251,dave elviz,5916,elviz-contigs-1056076.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056205.Methylobacter-2.fna,3541619,dave elviz,902,elviz-contigs-1056205.Methylobacter-2
./bins/dave_bins/bins/elviz-contigs-1056019.Gammaproteobacteria-1.fna,4013556,dave elviz,2602,elviz-contigs-1056019.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056121.Burkholderiales-1.fna,7287625,dave elviz,5013,elviz-contigs-1056121.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056031.Bacteriovorax-1.fna,1324926,dave elviz,832,elviz-contigs-1056031.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056052.Flectobacillus-1.fna,1909609,dave elviz,1800,elviz-contigs-1056052.Flectobacillus-1
./bins/dave_bins/bins/elviz-contigs-1056139.Methylotenera-1.fna,2681474,dave elviz,2858,elviz-contigs-1056139.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056268.Methylophilus-1.fna,3093299,dave elviz,213,elviz-contigs-1056268.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056025.Methylococcaceae-1.fna,2844261,dave elviz,1717,elviz-contigs-1056025.Methylococcaceae-1
./bins/dave_bins/bins/elviz-contigs-1056271.Flavobacterium-1.fna,2803326,dave elviz,4491,elviz-contigs-1056271.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056076.Burkholderiales-1.fna,2935147,dave elviz,3191,elviz-contigs-1056076.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056247.Methylophilus-2.fna,3304353,dave elviz,1647,elviz-contigs-1056247.Methylophilus-2
./bins/dave_bins/bins/elviz-contigs-1056073.Methylomonas-1.fna,5636964,dave elviz,1633,elviz-contigs-1056073.Methylomonas-1
./bins/dave_bins/bins/elviz-contigs-1056070.Methylobacter-1.fna,7693120,dave elviz,9487,elviz-contigs-1056070.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056184.Acidovorax-1.fna,3591817,dave elviz,5885,elviz-contigs-1056184.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056046.Opitutae-1.fna,1162753,dave elviz,197,elviz-contigs-1056046.Opitutae-1
./bins/dave_bins/bins/elviz-contigs-1056259.Comamonadaceae-1.fna,6074575,dave elviz,3036,elviz-contigs-1056259.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056145.Emticicia-1.fna,2990813,dave elviz,2918,elviz-contigs-1056145.Emticicia-1
./bins/dave_bins/bins/elviz-contigs-1056220.Comamonadaceae-1.fna,3762104,dave elviz,2035,elviz-contigs-1056220.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056127.Methylotenera-1.fna,3168863,dave elviz,4014,elviz-contigs-1056127.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056262.Flavobacterium-1.fna,2921720,dave elviz,1186,elviz-contigs-1056262.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056190.Flavobacterium-1.fna,3743926,dave elviz,3820,elviz-contigs-1056190.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056205.Methylophilus-1.fna,2979578,dave elviz,195,elviz-contigs-1056205.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056193.Methylobacter-1.fna,5118861,dave elviz,5913,elviz-contigs-1056193.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056166.Sphingobacteriales-1.fna,3067572,dave elviz,964,elviz-contigs-1056166.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056133.Methylobacter-1.fna,5847756,dave elviz,8736,elviz-contigs-1056133.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056109.Flavobacterium-1.fna,2723653,dave elviz,1313,elviz-contigs-1056109.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056139.Acidovorax-1.fna,3499283,dave elviz,5410,elviz-contigs-1056139.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056064.Methylotenera-1.fna,4253428,dave elviz,5662,elviz-contigs-1056064.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056205.Gammaproteobacteria-1.fna,3218421,dave elviz,404,elviz-contigs-1056205.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056034.Methylobacter-1.fna,4930136,dave elviz,4284,elviz-contigs-1056034.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056259.Methylobacter-1.fna,5904834,dave elviz,10922,elviz-contigs-1056259.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056046.Methylobacter-1.fna,7599652,dave elviz,7490,elviz-contigs-1056046.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056103.Methylotenera-1.fna,2636381,dave elviz,4884,elviz-contigs-1056103.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056229.Flavobacterium-1.fna,2923983,dave elviz,152,elviz-contigs-1056229.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056139.Flavobacterium-1.fna,1809898,dave elviz,3855,elviz-contigs-1056139.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056157.Sphingobacteriales-1.fna,3538317,dave elviz,137,elviz-contigs-1056157.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056079.Comamonadaceae-1.fna,2291746,dave elviz,2237,elviz-contigs-1056079.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056274.Methylobacter-1.fna,4235277,dave elviz,278,elviz-contigs-1056274.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056202.Sphingobacteriales-1.fna,3457095,dave elviz,79,elviz-contigs-1056202.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056103.Comamonadaceae-1.fna,4717642,dave elviz,2956,elviz-contigs-1056103.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056142.Comamonadaceae-1.fna,4674326,dave elviz,2538,elviz-contigs-1056142.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056274.Burkholderiales-1.fna,6004706,dave elviz,996,elviz-contigs-1056274.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056265.Methylophilus-2.fna,2629104,dave elviz,991,elviz-contigs-1056265.Methylophilus-2
./bins/dave_bins/bins/elviz-contigs-1056055.Acidovorax-1.fna,4654188,dave elviz,5756,elviz-contigs-1056055.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056229.Comamonadaceae-1.fna,3641898,dave elviz,5690,elviz-contigs-1056229.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056223.Methylobacter-1.fna,4205460,dave elviz,286,elviz-contigs-1056223.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056211.Burkholderiales-1.fna,3935719,dave elviz,3976,elviz-contigs-1056211.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056115.Comamonadaceae-1.fna,4046401,dave elviz,2713,elviz-contigs-1056115.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056040.Methylotenera-1.fna,6135168,dave elviz,6212,elviz-contigs-1056040.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056262.Gammaproteobacteria-1.fna,2728128,dave elviz,582,elviz-contigs-1056262.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056151.Methylosarcina-1.fna,3823359,dave elviz,1810,elviz-contigs-1056151.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056241.Acidovorax-1.fna,7850984,dave elviz,3873,elviz-contigs-1056241.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056097.Methylophilaceae-1.fna,3093055,dave elviz,1752,elviz-contigs-1056097.Methylophilaceae-1
./bins/dave_bins/bins/elviz-contigs-1056109.Comamonadaceae-1.fna,2781689,dave elviz,2473,elviz-contigs-1056109.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056256.Methylobacter-1.fna,4234652,dave elviz,4459,elviz-contigs-1056256.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056160.Bacteriovorax-1.fna,1743111,dave elviz,1866,elviz-contigs-1056160.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056148.Bacteroidetes-1.fna,5395008,dave elviz,1576,elviz-contigs-1056148.Bacteroidetes-1
./bins/dave_bins/bins/elviz-contigs-1056127.Bacteroidetes-1.fna,6453708,dave elviz,1486,elviz-contigs-1056127.Bacteroidetes-1
./bins/dave_bins/bins/elviz-contigs-1056055.Methylobacter-1.fna,3998315,dave elviz,3985,elviz-contigs-1056055.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056175.Methylobacter-1.fna,5413724,dave elviz,8973,elviz-contigs-1056175.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056148.Methylobacter-1.fna,6438018,dave elviz,3749,elviz-contigs-1056148.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056241.Caulobacter-1.fna,1683045,dave elviz,1002,elviz-contigs-1056241.Caulobacter-1
./bins/dave_bins/bins/elviz-contigs-1056082.Burkholderiales-1.fna,2927242,dave elviz,4049,elviz-contigs-1056082.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056142.Sphingobacteriales-1.fna,3717053,dave elviz,3237,elviz-contigs-1056142.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056250.Herbaspirillum-1.fna,1690311,dave elviz,595,elviz-contigs-1056250.Herbaspirillum-1
./bins/dave_bins/bins/elviz-contigs-1056079.Gammaproteobacteria-1.fna,2338273,dave elviz,465,elviz-contigs-1056079.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056238.Burkholderiales-1.fna,5049394,dave elviz,6494,elviz-contigs-1056238.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056106.Flavobacterium-1.fna,3891135,dave elviz,4088,elviz-contigs-1056106.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056205.Burkholderiales-1.fna,3518098,dave elviz,6215,elviz-contigs-1056205.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056193.Oxalobacteraceae-1.fna,3741434,dave elviz,202,elviz-contigs-1056193.Oxalobacteraceae-1
./bins/dave_bins/bins/elviz-contigs-1056130.Methylotenera-1.fna,4232035,dave elviz,3890,elviz-contigs-1056130.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056202.Methylobacter-1.fna,5251172,dave elviz,7213,elviz-contigs-1056202.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056181.Acidovorax-1.fna,3075914,dave elviz,3888,elviz-contigs-1056181.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056097.Burkholderiales-1.fna,6383268,dave elviz,2977,elviz-contigs-1056097.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056271.Delftia-1.fna,5598790,dave elviz,3022,elviz-contigs-1056271.Delftia-1
./bins/dave_bins/bins/elviz-contigs-1056145.Gammaproteobacteria-3.fna,1009984,dave elviz,654,elviz-contigs-1056145.Gammaproteobacteria-3
./bins/dave_bins/bins/elviz-contigs-1056085.Comamonadaceae-1.fna,2987474,dave elviz,2690,elviz-contigs-1056085.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056178.Comamonadaceae-1.fna,6173946,dave elviz,4389,elviz-contigs-1056178.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056019.Flavobacterium-1.fna,5150154,dave elviz,3522,elviz-contigs-1056019.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056208.Methylophilus-1.fna,2923251,dave elviz,114,elviz-contigs-1056208.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056214.Methylobacter-1.fna,3838787,dave elviz,4679,elviz-contigs-1056214.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056181.Comamonadaceae-1.fna,4679980,dave elviz,5240,elviz-contigs-1056181.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056271.Comamonadaceae-1.fna,4266032,dave elviz,3362,elviz-contigs-1056271.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056226.Methylophilus-1.fna,5376396,dave elviz,1628,elviz-contigs-1056226.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056253.Gammaproteobacteria-1.fna,3185369,dave elviz,314,elviz-contigs-1056253.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056100.Methylobacter-1.fna,7647314,dave elviz,4885,elviz-contigs-1056100.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056208.Comamonadaceae-1.fna,2682189,dave elviz,3446,elviz-contigs-1056208.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056187.Methylotenera-1.fna,2506780,dave elviz,2892,elviz-contigs-1056187.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056250.Methylobacter-1.fna,4112373,dave elviz,381,elviz-contigs-1056250.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056178.Methylophilus-1.fna,5689751,dave elviz,6526,elviz-contigs-1056178.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056205.Acidovorax-1.fna,4001219,dave elviz,7373,elviz-contigs-1056205.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056145.Comamonadaceae-1.fna,2375722,dave elviz,2263,elviz-contigs-1056145.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056253.Acidovorax-1.fna,4871135,dave elviz,11184,elviz-contigs-1056253.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056250.Flavobacterium-1.fna,1594003,dave elviz,2932,elviz-contigs-1056250.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056151.Comamonadaceae-1.fna,2380423,dave elviz,3082,elviz-contigs-1056151.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056154.Oxalobacteraceae-1.fna,4300886,dave elviz,244,elviz-contigs-1056154.Oxalobacteraceae-1
./bins/dave_bins/bins/elviz-contigs-1056097.Methylophilus-1.fna,2798237,dave elviz,555,elviz-contigs-1056097.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056145.Azospirillum-1.fna,3637460,dave elviz,3786,elviz-contigs-1056145.Azospirillum-1
./bins/dave_bins/bins/elviz-contigs-1056250.Sphingobacteriales-1.fna,3347832,dave elviz,216,elviz-contigs-1056250.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056091.Sphingobacteriales-1.fna,1856262,dave elviz,1899,elviz-contigs-1056091.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056217.Methylotenera-1.fna,5268385,dave elviz,5781,elviz-contigs-1056217.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056064.Comamonadaceae-1.fna,2389762,dave elviz,2731,elviz-contigs-1056064.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056055.Comamonadaceae-1.fna,3184502,dave elviz,3533,elviz-contigs-1056055.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056082.Methylobacter-1.fna,6743134,dave elviz,7569,elviz-contigs-1056082.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056229.Gammaproteobacteria-1.fna,3151347,dave elviz,387,elviz-contigs-1056229.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056202.Methylotenera-1.fna,4499386,dave elviz,5161,elviz-contigs-1056202.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056076.Comamonadaceae-1.fna,2353791,dave elviz,2352,elviz-contigs-1056076.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056241.Rhodocyclales-1.fna,836976,dave elviz,872,elviz-contigs-1056241.Rhodocyclales-1
./bins/dave_bins/bins/elviz-contigs-1056034.Rheinheimera-1.fna,3305365,dave elviz,1969,elviz-contigs-1056034.Rheinheimera-1
./bins/dave_bins/bins/elviz-contigs-1056043.Opitutae-1.fna,1395546,dave elviz,650,elviz-contigs-1056043.Opitutae-1
./bins/dave_bins/bins/elviz-contigs-1056271.Burkholderiales-1.fna,4912486,dave elviz,6546,elviz-contigs-1056271.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056016.Comamonadaceae-1.fna,2903717,dave elviz,2844,elviz-contigs-1056016.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056046.Bacteroidetes-1.fna,7157847,dave elviz,617,elviz-contigs-1056046.Bacteroidetes-1
./bins/dave_bins/bins/elviz-contigs-1056058.Flavobacterium-1.fna,1995637,dave elviz,2220,elviz-contigs-1056058.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056256.Gammaproteobacteria-1.fna,3141032,dave elviz,289,elviz-contigs-1056256.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056127.Comamonadaceae-1.fna,2750151,dave elviz,3461,elviz-contigs-1056127.Comamonadaceae-1
